	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A785_length_1476_cov_7.555397_BlackFly3	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 3
NODE_A78_length_1214_cov_17.800352_BlackFly_NC_Jara_1	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage Almagne
NODE_A78_length_1925_cov_5.105519_BlackFly46	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A78_length_2300_cov_4.003599_BlackFly39	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	unclassified	unclassified	Leptosphaerulina chartarum flexivirus 1
NODE_A78_length_2461_cov_5.195050_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage vB_PaeM_PS119XW
NODE_A78_length_2470_cov_22.205182_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A78_length_2544_cov_164.712606_BlackFly5	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	unclassified	Dipteran orthomyxo-related virus OKIAV195
NODE_A78_length_2751_cov_3.887435_BlackFly42	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A78_length_3104_cov_10.370664_BlackFly32	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Burkholderia phage BcepGomr
NODE_A78_length_3289_cov_6.651930_BlackFly52	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus aspergilli
NODE_A78_length_4233_cov_8.738932_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	unclassified
NODE_A797_length_1471_cov_1.746772_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A799_length_1118_cov_6.789625_BlackFly49	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	unclassified
NODE_A79_length_1593_cov_16.267810_BlackFly9	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Shuangao alphatetra-like virus 1
NODE_A79_length_1667_cov_4.283019_BlackFly22	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A79_length_2007_cov_804.788601_BlackFly35	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Zhangzhou Parti tick virus 2
NODE_A79_length_2199_cov_7.816682_BlackFly44	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Betapartitivirus	Ceratocystis resinifera virus 1
NODE_A79_length_2587_cov_22.183665_BlackFly14	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A79_length_2640_cov_7.639485_BlackFly48	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A79_length_3103_cov_15.275611_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A79_length_3884_cov_4.215655_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A7_length_13444_cov_10.312037_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A7_length_22092_cov_11.176380_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A7_length_22928_cov_39.709291_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Polybotosvirus	Polybotosvirus Atuph07
NODE_A7_length_3595_cov_15.140989_BlackFly41	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A7_length_37809_cov_24.191588_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A7_length_40194_cov_15.979560_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A7_length_4166_cov_61.290291_BlackFly33	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	unclassified	Plasmopara viticola lesion associated dicistro-like virus 1
NODE_A7_length_4504_cov_9.219562_BlackFly11	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A7_length_5620_cov_99.088039_BlackFly38	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A7_length_7194_cov_39.179992_BlackFly35	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	unclassified	Plasmopara viticola lesion associated dicistro-like virus 1
NODE_A7_length_9385_cov_88.724001_BlackFly21	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Botrytimonavirus	unclassified
NODE_A7_length_9770_cov_64.107810_BlackFly14	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus
NODE_A806_length_1188_cov_11.734473_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A807_length_1465_cov_10.907781_BlackFly3	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Ustilaginoidea virens partitivirus 4
NODE_A808_length_1575_cov_5.520027_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A80_length_1656_cov_3.470551_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	unclassified
NODE_A80_length_1921_cov_20.661063_BlackFly46	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Motacilla cinerea parvoviridae sp.
NODE_A80_length_2210_cov_29.352555_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A80_length_2428_cov_9.630795_BlackFly21	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A80_length_2514_cov_86.124744_BlackFly5	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Jingshan Fly Virus 1
NODE_A80_length_2590_cov_5.260645_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Coetzeevirus	Coetzeevirus JL1
NODE_A80_length_3082_cov_93.110150_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A80_length_3093_cov_8.471817_BlackFly29	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Vidquintavirus	Vidquintavirus Vid5
NODE_A80_length_4504_cov_13.749040_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A811_length_1574_cov_50.465598_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 3
NODE_A81_length_1308_cov_8.538587_BlackFly41	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A81_length_1520_cov_5.654886_BlackFly24	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Zeugodacus cucurbitae negev-like virus
NODE_A81_length_1580_cov_29.593480_BlackFly7	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partiti-like 2
NODE_A81_length_1647_cov_3.560510_BlackFly58	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A81_length_2614_cov_7.374852_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Obolenskvirus	unclassified
NODE_A81_length_3538_cov_17.490610_BlackFly15	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A820_length_1176_cov_3.647862_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A8217_length_1004_cov_2.852211_BlackFly34	Viruses	Preplasmiviricota	Polintoviricetes	Orthopolintovirales	Adintoviridae	unclassified	unclassified
NODE_A821_length_1088_cov_3.694362_BlackFly49	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A825_length_1457_cov_5.738406_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Enterobacter phage EC151
NODE_A826_length_1194_cov_2.547896_BlackFly19	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A828_length_1001_cov_2.297619_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A82_length_1051_cov_1.725873_BlackFly40	Viruses	Preplasmiviricota	Polintoviricetes	Orthopolintovirales	Adintoviridae	unclassified	Drosophila-associated adintovirus 2
NODE_A82_length_1911_cov_5.799891_BlackFly38	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	unclassified	unclassified	Plasmopara viticola lesion associated mycobunyavirales-like virus 1
NODE_A82_length_2164_cov_9.410637_BlackFly20	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A82_length_2646_cov_351.216037_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A82_length_3076_cov_30.490163_BlackFly29	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A82_length_3267_cov_24.075235_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A82_length_3318_cov_277.593335_BlackFly27	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Penicillium janczewskii Beauveria bassiana-like virus 1
NODE_A82_length_3820_cov_6.604595_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A82_length_4148_cov_9.556129_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	Vibrio phage vB_VhaP_VH-5
NODE_A831_length_1167_cov_7.839450_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A835_length_1043_cov_2.370600_BlackFly29	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A83_length_1636_cov_4.406030_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A83_length_1875_cov_4.507786_BlackFly46	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 9
NODE_A83_length_1978_cov_3.914782_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae mymonavirus 1
NODE_A83_length_2400_cov_5.247955_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Wanjuvirus	unclassified
NODE_A83_length_2482_cov_3.816216_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A83_length_3264_cov_59.004079_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A83_length_3614_cov_175.918858_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A83_length_4216_cov_7.885963_BlackFly43	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A847_length_1372_cov_2.587645_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A84_length_1626_cov_64.127824_BlackFly22	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Gammapartitivirus sp.
NODE_A84_length_1632_cov_2.702251_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A84_length_2462_cov_4.327883_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Noxifervirus	Noxifervirus noxifer
NODE_A84_length_3212_cov_61.406061_BlackFly27	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	unclassified	Erysiphe necator associated poty-like virus 3
NODE_A84_length_3217_cov_24.516242_BlackFly52	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	unclassified
NODE_A84_length_3243_cov_117.787429_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A851_length_1043_cov_10.095238_BlackFly49	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A855_length_1141_cov_423.084586_BlackFly31	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus iberiae
NODE_A85_length_1628_cov_2.499033_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A85_length_1850_cov_33.851664_BlackFly46	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 3
NODE_A85_length_2120_cov_14.330396_BlackFly20	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A85_length_3025_cov_1251.188602_BlackFly32	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Colletotrichum associated negative-sense single-stranded RNA virus 2
NODE_A85_length_3048_cov_6.796701_BlackFly29	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A863_length_1366_cov_3.047324_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A864_length_1032_cov_4.459686_BlackFly49	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A86_length_1542_cov_3.375427_BlackFly9	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Feofaniavirus	Feofaniavirus Eho49
NODE_A86_length_1752_cov_7.678806_BlackFly_NC_2_Jill	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	unclassified	Human endogenous retrovirus
NODE_A86_length_2086_cov_3.738676_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A86_length_2235_cov_11.887396_BlackFly39	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Lichen partiti-like RNA virus sp.
NODE_A86_length_2313_cov_3.328265_BlackFly30	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Hubei odonate virus 4
NODE_A86_length_2331_cov_9.095830_BlackFly21	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aspergillus lentulus non-segmented dsRNA virus 1
NODE_A86_length_3007_cov_74.395563_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	unclassified
NODE_A86_length_3138_cov_12.554067_BlackFly52	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A86_length_3190_cov_85.429810_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A86_length_3581_cov_29524.063927_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Fusarium solani alternavirus 1
NODE_A86_length_3712_cov_44.086657_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus aspergilli
NODE_A873_length_1218_cov_4.106924_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A874_length_1021_cov_3.550847_BlackFly49	Viruses	unclassified	unclassified	unclassified	Anelloviridae	unclassified	Torque teno virus
NODE_A879_length_1359_cov_4.773011_BlackFly27	Viruses	Pisuviricota	unclassified	unclassified	Hadakaviridae	Hadakavirus	Hadakavirus nanga
NODE_A87_length_1295_cov_5.610016_BlackFly41	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A87_length_1440_cov_5.110785_BlackFly24	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Zeugodacus cucurbitae negev-like virus
NODE_A87_length_1611_cov_4.177314_BlackFly58	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 3
NODE_A87_length_2072_cov_8.422055_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A87_length_2530_cov_8.137383_BlackFly48	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A87_length_3002_cov_20.723077_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A87_length_3039_cov_10.718771_BlackFly29	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine chrysovirus
NODE_A87_length_3161_cov_62.407912_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	Erysiphe necator associated chryso-like virus 2
NODE_A87_length_3572_cov_278.227468_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 1
NODE_A883_length_1376_cov_3.311778_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A889_length_1002_cov_5.892973_BlackFly49	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine chrysovirus
NODE_A88_length_1183_cov_114.499096_BlackFly13	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Plasmopara viticola lesion associated alpha-like virus 1
NODE_A88_length_2465_cov_153.805276_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Penicillium digitatum totivirus 2
NODE_A88_length_2999_cov_58.599589_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A88_length_3077_cov_7.467667_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
